ID,Answer
7472537,3
7482537,1
7492537,2
7502537,3
7512537,3
7522537,1
7532537,3
7542537,4
7552537,3
7562537,3
7572537,4
7582537,3
7592537,3
7602537,2
7612537,4
7622537,3
7632537,3
7642537,2
7652537,3
7662537,4
7672537,4
7682537,2
7692537,4
7702537,2
7712537,4
7722537,2
7732537,4
7742537,4
7752537,1
7762537,4
7772537,1
7782537,4
7792537,1
7802537,4
7812537,4
7822537,3
7832537,2
7842537,3
7852537,4
7862537,2
7872537,1
7882537,4
7892537,2
7902537,1
7912537,1
7922537,3
7932537,4
7942537,1
7952537,3
7962537,1
7972537,4
7982537,3
7992537,1
8002537,1
8012537,4
8022537,3
8032537,1
8042537,2
8052537,3
8062537,2
8072537,3
8082537,3
8092537,2
8102537,4
8112537,2
8122537,4
8132537,1
8142537,1
8152537,1
8162537,3
8172537,1
8182537,4
8192537,4
8202537,3
8212537,3
8222537,4
8232537,2
8242537,3
8252537,3
8262537,4
8272537,3
8282537,4
8292537,2
8302537,3
8312537,4
8322537,1
8332537,4
8342537,2
8352537,3
8362537,4
8372537,1
8382537,3
8392537,4
8402537,4
8412537,2
8422537,4
8432537,3
8442537,3
8452537,2
8462537,4
8472537,1
8482537,2
8492537,3
8502537,1
8512537,2
8522537,3
8532537,2
8542537,2
8552537,2
8562537,4
8572537,3
8582537,1
8592537,2
8602537,1
8612537,1
8622537,1
8632537,3
8642537,4
8652537,1
8662537,3
8672537,4
8682537,2
8692537,3
8702537,1
8712537,3
8722537,3
8732537,3
8742537,1
8752537,3
8762537,4
8772537,1
8782537,4
8792537,2
8802537,2
8812537,1
8822537,3
8832537,2
8842537,2
8852537,1
8862537,2
8872537,2
8882537,2
8892537,2
8902537,1
8912537,4
8922537,3
8932537,1
8942537,2
8952537,1
8962537,2
8972537,3
8982537,1
8992537,1
9002537,1
9012537,1
9022537,1
9032537,4
9042537,4
9052537,2
9062537,4
9072537,4
9082537,4
9092537,3
9102537,1
9112537,3
9122537,2
9132537,2
9142537,3
9152537,4
9162537,1
9172537,1
9182537,4
9192537,1
9202537,1
9212537,4
9222537,4
9232537,4
9242537,3
9252537,4
9262537,4
9272537,3
9282537,3
9292537,3
9302537,1
9312537,3
9322537,4
9332537,4
9342537,2
9352537,2
9362537,2
9372537,1
9382537,4
9392537,1
9402537,4
9412537,2
9422537,2
9432537,2
9442537,2
9452537,4
9462537,2
9472537,1
9482537,2
9492537,3
9502537,2
9512537,1
9522537,2
9532537,4
9542537,2
9552537,3
9562537,4
9572537,4
9582537,4
9592537,3
9602537,3
9612537,2
9622537,4
9632537,2
9642537,1
9652537,4
9662537,1
9672537,4
9682537,2
9692537,4
9702537,4
9712537,1
9722537,3
9732537,4
9742537,2
9752537,2
9762537,2
9772537,3
9782537,3
9792537,2
9802537,3
9812537,4
9822537,3
9832537,3
9842537,2
9852537,1
9862537,1
9872537,1
9882537,3
9892537,2
9902537,4
9912537,3
9922537,1
9932537,3
9942537,2
9952537,4
9962537,2
9972537,3
9982537,4
9992537,2
10002537,4
10012537,4
