ID,Answer
2422537,4
2432537,4
2442537,3
2452537,4
2462537,1
2472537,4
2482537,1
2492537,4
2502537,1
2512537,4
2522537,1
2532537,2
2542537,4
2552537,1
2562537,1
2572537,4
2582537,4
2592537,4
2602537,4
2612537,1
2622537,4
2632537,2
2642537,4
2652537,4
2662537,1
2672537,4
2682537,4
2692537,4
2702537,2
2712537,4
2722537,1
2732537,4
2742537,2
2752537,2
2762537,4
2772537,1
2782537,1
2792537,4
2802537,1
2812537,2
2822537,1
2832537,1
2842537,4
2852537,2
2862537,1
2872537,4
2882537,4
2892537,1
2902537,4
2912537,1
2922537,4
2932537,4
2942537,4
2952537,1
2962537,4
2972537,4
2982537,1
2992537,4
3002537,4
3012537,4
3022537,4
3032537,4
3042537,4
3052537,1
3062537,4
3072537,1
3082537,4
3092537,4
3102537,2
3112537,4
3122537,4
3132537,1
3142537,1
3152537,4
3162537,4
3172537,4
3182537,4
3192537,4
3202537,4
3212537,1
3222537,1
3232537,4
3242537,1
3252537,1
3262537,4
3272537,2
3282537,4
3292537,4
3302537,4
3312537,4
3322537,1
3332537,1
3342537,4
3352537,1
3362537,4
3372537,2
3382537,4
3392537,3
3402537,4
3412537,4
3422537,4
3432537,4
3442537,4
3452537,4
3462537,4
3472537,1
3482537,4
3492537,1
3502537,1
3512537,4
3522537,4
3532537,4
3542537,4
3552537,2
3562537,2
3572537,1
3582537,4
3592537,4
3602537,4
3612537,1
3622537,1
3632537,4
3642537,1
3652537,1
3662537,1
3672537,1
3682537,1
3692537,3
3702537,1
3712537,1
3722537,4
3732537,1
3742537,4
3752537,3
3762537,2
3772537,4
3782537,1
3792537,1
3802537,1
3812537,1
3822537,1
3832537,1
3842537,4
3852537,4
3862537,1
3872537,4
3882537,4
3892537,1
3902537,1
3912537,4
3922537,1
3932537,4
3942537,1
3952537,1
3962537,4
3972537,4
3982537,3
3992537,3
4002537,4
4012537,1
4022537,1
4032537,4
4042537,4
4052537,1
4062537,2
4072537,4
4082537,2
4092537,4
4102537,4
4112537,2
4122537,1
4132537,4
4142537,4
4152537,4
4162537,4
4172537,4
4182537,4
4192537,4
4202537,1
4212537,3
4222537,1
4232537,1
4242537,4
4252537,3
4262537,1
4272537,1
4282537,1
4292537,1
4302537,4
4312537,4
4322537,4
4332537,4
4342537,4
4352537,1
4362537,1
4372537,4
4382537,3
4392537,4
4402537,2
4412537,4
4422537,1
4432537,4
4442537,4
4452537,4
4462537,4
4472537,4
4482537,1
4492537,4
4502537,1
4512537,2
4522537,3
4532537,1
4542537,2
4552537,4
4562537,1
4572537,1
4582537,4
4592537,4
4602537,4
4612537,4
4622537,4
4632537,3
4642537,4
4652537,4
4662537,3
4672537,4
4682537,1
4692537,1
4702537,4
4712537,4
4722537,1
4732537,4
4742537,4
4752537,4
4762537,4
4772537,4
4782537,2
4792537,4
4802537,1
4812537,4
4822537,2
4832537,4
4842537,4
4852537,4
4862537,2
4872537,4
4882537,4
4892537,4
4902537,4
4912537,4
4922537,4
4932537,4
4942537,1
4952537,4
4962537,2
4972537,4
4982537,4
4992537,2
5002537,4
5012537,4
5022537,1
5032537,4
5042537,4
5052537,1
5062537,1
5072537,4
5082537,4
5092537,1
5102537,4
5112537,4
5122537,2
5132537,1
5142537,1
5152537,4
5162537,4
5172537,2
5182537,4
5192537,1
5202537,1
5212537,4
5222537,4
5232537,4
5242537,4
5252537,4
5262537,1
5272537,2
5282537,1
5292537,2
5302537,3
5312537,1
5322537,1
5332537,4
5342537,4
5352537,4
5362537,1
5372537,2
5382537,4
5392537,3
5402537,1
5412537,4
5422537,4
5432537,4
5442537,1
5452537,2
5462537,1
5472537,4
5482537,1
5492537,4
5502537,1
5512537,4
5522537,1
5532537,1
5542537,4
5552537,1
5562537,4
5572537,1
5582537,1
5592537,1
5602537,4
5612537,2
5622537,4
5632537,4
5642537,4
5652537,4
5662537,4
5672537,4
5682537,4
5692537,4
5702537,4
5712537,4
5722537,1
5732537,1
5742537,4
5752537,4
5762537,4
5772537,1
5782537,4
5792537,4
5802537,4
5812537,4
5822537,2
5832537,4
5842537,4
5852537,4
5862537,1
5872537,1
5882537,1
5892537,1
5902537,2
5912537,4
5922537,4
5932537,2
5942537,3
5952537,4
5962537,4
5972537,4
5982537,4
5992537,4
6002537,4
6012537,4
6022537,2
6032537,1
6042537,4
6052537,1
6062537,4
6072537,4
6082537,1
6092537,4
6102537,4
6112537,4
6122537,4
6132537,1
6142537,4
6152537,4
6162537,4
6172537,2
6182537,1
6192537,1
6202537,4
6212537,4
6222537,4
6232537,4
6242537,4
6252537,4
6262537,4
6272537,1
6282537,3
6292537,1
6302537,1
6312537,4
6322537,1
6332537,4
6342537,4
6352537,4
6362537,1
6372537,4
6382537,1
6392537,1
6402537,2
6412537,1
6422537,4
6432537,4
6442537,1
6452537,4
6462537,4
6472537,3
6482537,4
6492537,2
6502537,4
6512537,1
6522537,2
6532537,4
6542537,4
6552537,4
6562537,3
6572537,1
6582537,4
6592537,4
6602537,4
6612537,1
6622537,3
6632537,1
6642537,4
6652537,4
6662537,1
6672537,1
6682537,2
6692537,1
6702537,2
6712537,4
6722537,4
6732537,4
6742537,4
6752537,1
6762537,1
6772537,4
6782537,4
6792537,1
6802537,4
6812537,4
6822537,4
6832537,4
6842537,4
6852537,4
6862537,4
6872537,4
6882537,4
6892537,4
6902537,1
6912537,4
6922537,4
6932537,4
6942537,4
6952537,1
6962537,4
6972537,2
6982537,2
6992537,4
7002537,4
7012537,1
7022537,4
7032537,4
7042537,4
7052537,1
7062537,4
7072537,4
7082537,4
7092537,4
7102537,1
7112537,1
7122537,4
7132537,2
7142537,4
7152537,4
7162537,1
7172537,1
7182537,1
7192537,4
7202537,1
7212537,2
7222537,2
7232537,4
7242537,1
7252537,2
7262537,4
7272537,4
7282537,4
7292537,4
7302537,4
7312537,4
7322537,1
7332537,1
7342537,2
7352537,4
7362537,1
7372537,4
7382537,4
7392537,4
7402537,3
7412537,4
7422537,4
7432537,1
7442537,4
7452537,4
7462537,4
7472537,1
7482537,2
7492537,4
7502537,3
7512537,1
7522537,1
7532537,1
7542537,1
7552537,4
7562537,4
7572537,4
7582537,4
7592537,4
7602537,4
7612537,4
7622537,3
7632537,1
7642537,1
7652537,3
7662537,3
7672537,1
7682537,4
7692537,4
7702537,1
7712537,4
7722537,2
7732537,3
7742537,4
7752537,1
7762537,4
7772537,4
7782537,2
7792537,4
7802537,4
7812537,4
7822537,4
7832537,4
7842537,4
7852537,4
7862537,2
7872537,1
7882537,4
7892537,4
7902537,4
7912537,4
7922537,4
7932537,1
7942537,4
7952537,4
7962537,1
7972537,1
7982537,3
7992537,4
8002537,1
8012537,4
8022537,4
8032537,1
8042537,4
8052537,1
8062537,4
8072537,4
8082537,4
8092537,4
8102537,4
8112537,4
8122537,4
8132537,1
8142537,1
8152537,1
8162537,4
8172537,1
8182537,1
8192537,4
8202537,3
8212537,1
8222537,4
8232537,1
8242537,4
8252537,4
8262537,1
8272537,2
8282537,4
8292537,1
8302537,1
8312537,4
8322537,4
8332537,4
8342537,1
8352537,4
8362537,4
8372537,4
8382537,4
8392537,1
8402537,1
8412537,4
8422537,4
8432537,4
8442537,3
8452537,4
8462537,4
8472537,2
8482537,1
8492537,1
8502537,1
8512537,2
8522537,4
8532537,4
8542537,4
8552537,4
8562537,4
8572537,4
8582537,1
8592537,4
8602537,4
8612537,4
8622537,1
8632537,4
8642537,4
8652537,4
8662537,2
8672537,4
8682537,4
8692537,4
8702537,4
8712537,1
8722537,4
8732537,4
8742537,4
8752537,1
8762537,4
8772537,1
8782537,4
8792537,1
8802537,4
8812537,1
8822537,4
8832537,1
8842537,1
8852537,1
8862537,4
8872537,1
8882537,2
8892537,2
8902537,1
8912537,4
8922537,4
8932537,4
8942537,3
8952537,1
8962537,4
8972537,2
8982537,4
8992537,1
9002537,4
9012537,1
9022537,1
9032537,4
9042537,1
9052537,4
9062537,4
9072537,4
9082537,4
9092537,4
9102537,1
9112537,1
9122537,2
9132537,4
9142537,1
9152537,4
9162537,4
9172537,4
9182537,4
9192537,1
9202537,1
9212537,1
9222537,2
9232537,4
9242537,4
9252537,4
9262537,4
9272537,4
9282537,4
9292537,3
9302537,4
9312537,4
9322537,3
9332537,1
9342537,4
9352537,4
9362537,1
9372537,4
9382537,4
9392537,1
9402537,4
9412537,4
9422537,1
9432537,4
9442537,1
9452537,4
9462537,4
9472537,4
9482537,2
9492537,4
9502537,1
9512537,4
9522537,2
9532537,4
9542537,4
9552537,4
9562537,1
9572537,1
9582537,4
9592537,4
9602537,1
9612537,1
9622537,1
9632537,4
9642537,4
9652537,4
9662537,1
9672537,4
9682537,4
9692537,1
9702537,4
9712537,1
9722537,1
9732537,3
9742537,4
9752537,1
9762537,4
9772537,4
9782537,1
9792537,1
9802537,1
9812537,4
9822537,2
9832537,4
9842537,4
9852537,1
9862537,4
9872537,1
9882537,4
9892537,2
9902537,4
9912537,1
9922537,1
9932537,4
9942537,1
9952537,1
9962537,1
9972537,3
9982537,4
9992537,4
10002537,4
10012537,4
